,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
20150218,100.82,3.09,5.42,2.12,3.3,172.56,4.84,8.95,2.76,6.19,173.5
20150219,100.89,2.58,4.12,0.26,3.85,203.75,4.2,7.71,0.45,7.27,203.56
20150220,101.08,1.46,2.41,0.09,2.31,243.75,2.04,3.93,0.09,3.84,244.31
20150221,100.95,2.2,3.1,0.73,2.37,246.38,3.3,5.37,1.01,4.35,246.38
20150222,100.94,1.77,2.57,0.46,2.11,246.5,2.45,4.36,0.71,3.65,246.44
20150223,101.02,1.84,3.16,0.52,2.64,224.81,2.87,6.76,0.72,6.04,224.75
20150224,100.87,2.29,3.05,1.41,1.63,194.56,3.75,6.58,1.7,4.88,194.12
20150225,100.68,1.88,3.15,0.39,2.76,214.31,2.79,6.27,0.53,5.75,214.25
20150226,100.57,3.41,4.38,2.51,1.88,195.38,5.47,8.35,3.44,4.91,195.81
20150227,100.64,2.44,4.18,0.91,3.27,225.56,4.38,8.12,1.12,7.01,226.75
20150228,100.85,3.16,4.95,2.13,2.82,201.69,5.34,8.49,2.35,6.14,202.5
20150301,100.95,3.23,4.25,2.13,2.12,194.88,5.48,7.49,3.23,4.26,194.88
20150302,100.94,2.66,3.45,1.55,1.9,198.56,4.09,5.67,2.52,3.15,198.44
20150303,100.84,2.0,4.08,0.5,3.58,244.5,2.97,5.38,0.82,4.55,244.94
20150304,100.8,2.05,4.53,0.5,4.03,212.69,2.98,6.27,0.75,5.52,211.62
20150305,101.06,2.61,4.69,0.62,4.05,260.94,3.75,7.05,1.15,5.9,260.75
20150306,101.16,2.26,3.31,0.84,2.47,279.88,3.36,5.31,1.45,3.87,279.81
20150307,101.08,2.54,3.81,0.39,3.42,260.44,3.92,6.49,0.6,5.89,260.31
20150308,101.14,2.16,2.88,0.51,2.36,289.88,3.11,4.95,0.73,4.23,290.12
20150309,101.21,2.38,3.08,1.11,1.97,283.31,3.55,5.59,1.57,4.02,283.88
20150310,101.12,2.19,3.61,0.83,2.79,288.75,3.39,5.75,1.24,4.51,289.31
20150311,101.21,2.73,5.64,0.8,4.84,277.62,4.18,6.91,1.1,5.81,277.56
20150312,101.17,2.49,4.03,0.66,3.38,284.06,3.88,6.78,0.89,5.89,283.44
20150313,101.02,2.46,2.95,0.84,2.11,273.69,3.77,5.98,1.22,4.76,274.06
20150314,101.05,2.02,4.01,0.3,3.71,247.69,3.63,7.99,0.28,7.71,248.25
20150315,101.12,1.92,3.98,0.15,3.83,201.75,2.89,7.45,0.23,7.21,201.56
20150316,101.15,1.73,3.72,0.66,3.06,248.25,2.58,6.01,0.93,5.08,248.69
20150317,100.89,2.3,3.13,0.07,3.06,263.06,3.83,6.52,0.2,6.32,261.25
20150318,100.71,2.25,3.82,0.16,3.65,238.12,3.24,4.89,0.27,4.62,237.81
20150319,100.89,2.3,4.23,0.65,3.58,228.12,3.19,6.09,1.02,5.08,227.5
20150320,101.0,1.92,3.25,0.23,3.02,237.88,2.81,5.68,0.34,5.34,238.0
20150321,100.97,2.36,3.92,0.64,3.28,313.88,3.45,6.0,0.95,5.05,313.69
20150322,100.82,2.04,3.3,0.31,2.98,289.25,2.97,4.75,0.41,4.35,288.88
20150323,100.6,2.55,4.39,1.64,2.75,219.06,4.25,8.53,1.81,6.72,219.44
20150324,100.65,2.94,4.66,1.91,2.75,175.62,4.58,7.56,2.55,5.01,175.81
20150325,100.84,3.45,5.66,1.91,3.75,184.19,5.09,8.38,3.36,5.02,184.88
20150326,101.03,4.41,5.91,2.41,3.5,174.44,6.31,8.84,5.28,3.57,175.25
20150327,101.0,4.49,6.25,2.49,3.76,174.94,6.34,9.21,4.86,4.35,176.19
20150328,100.8,4.3,5.88,2.97,2.91,183.75,6.28,8.25,4.57,3.68,185.0
20150329,100.68,3.98,6.03,2.24,3.79,178.12,5.64,8.27,4.48,3.78,179.5
20150330,100.58,5.09,6.34,2.96,3.38,173.38,6.97,8.94,5.05,3.88,174.94
20150331,100.67,3.73,5.35,1.03,4.32,270.69,5.32,7.8,1.6,6.2,270.88
20150401,100.44,4.16,5.33,2.09,3.23,216.5,6.05,8.44,3.82,4.62,217.5
20150402,100.2,3.24,5.54,1.12,4.41,225.81,5.04,8.87,1.84,7.03,226.69
20150403,100.01,2.86,4.1,0.26,3.85,255.0,4.47,7.07,0.49,6.58,254.5
20150404,99.93,2.8,6.61,0.2,6.41,211.31,4.3,9.63,0.5,9.13,212.19
20150405,100.13,5.26,7.09,3.54,3.55,170.94,7.02,9.12,6.27,2.86,172.75
20150406,100.3,3.02,4.55,1.59,2.95,169.25,4.62,6.95,1.66,5.28,171.5
20150407,100.52,3.16,5.2,1.49,3.71,164.38,4.34,7.5,2.55,4.95,165.56
20150408,100.63,2.22,4.82,0.54,4.28,181.62,3.44,7.34,0.66,6.68,186.62
20150409,100.53,3.25,4.63,1.13,3.5,252.88,4.66,5.98,1.64,4.34,253.12
20150410,100.54,2.17,4.05,0.16,3.91,259.56,3.58,7.5,0.3,7.2,260.0
20150411,100.63,2.89,5.9,1.41,4.49,185.19,4.22,8.45,1.37,7.07,187.81
20150412,100.89,3.12,3.91,2.45,1.46,180.31,4.54,6.0,2.67,3.32,181.31
20150413,100.97,1.29,2.16,0.52,1.65,113.31,2.05,4.01,0.45,3.55,114.31
20150414,100.85,1.66,2.66,0.97,1.7,111.31,2.52,4.45,1.25,3.2,111.12
20150415,100.91,1.69,2.63,0.14,2.5,161.06,2.64,4.58,0.16,4.41,161.44
20150416,100.96,2.2,3.43,0.45,2.98,236.94,3.89,7.26,0.48,6.77,238.31
20150417,100.54,3.7,5.35,2.59,2.77,214.56,5.59,7.64,3.63,4.01,216.56
20150418,100.2,5.09,8.41,2.8,5.62,210.75,6.95,11.19,3.26,7.93,212.62
20150419,100.29,4.71,8.07,1.98,6.09,187.69,6.23,10.35,2.19,8.16,191.12
20150420,100.49,5.33,7.45,3.63,3.8,172.06,6.73,9.48,5.47,4.01,173.94
20150421,100.15,4.45,7.48,1.55,5.93,201.12,5.96,9.52,1.93,7.59,203.38
20150422,100.02,4.66,7.48,2.49,4.98,185.81,6.2,10.2,2.66,7.53,188.56
20150423,100.2,3.61,6.77,1.2,5.57,191.38,5.12,9.82,1.37,8.45,194.12
20150424,100.49,5.23,6.52,2.09,4.43,168.62,7.11,8.4,3.82,4.59,170.62
20150425,100.71,3.67,5.36,2.23,3.13,155.31,5.34,6.23,4.27,1.97,156.06
20150426,100.83,2.26,3.6,1.31,2.29,168.06,3.74,6.83,1.45,5.38,169.38
20150427,100.74,2.66,5.05,1.36,3.68,189.25,4.27,8.25,1.58,6.66,191.19
20150428,100.56,4.85,6.01,3.1,2.91,177.62,6.8,8.52,5.55,2.98,178.75
20150429,100.38,3.55,5.38,2.23,3.15,174.81,5.05,7.71,2.47,5.24,176.81
20150430,100.42,2.32,3.58,0.43,3.16,187.81,3.51,5.73,0.69,5.04,188.75
20150501,100.32,3.29,6.32,1.97,4.35,180.31,4.66,8.72,2.45,6.27,182.38
20150502,100.28,4.81,6.73,2.82,3.91,177.31,6.44,8.58,5.21,3.37,179.12
20150503,100.42,3.12,5.75,1.3,4.44,188.69,4.56,8.23,1.45,6.79,191.56
20150504,100.52,3.12,4.8,1.76,3.04,191.94,4.7,7.93,2.73,5.2,193.75
20150505,100.31,3.3,5.59,2.03,3.57,206.81,4.98,8.41,2.7,5.7,208.62
20150506,100.15,3.6,7.08,1.36,5.72,192.81,5.13,9.47,1.47,8.0,196.19
20150507,100.19,3.23,6.88,1.24,5.64,196.31,4.7,9.23,1.5,7.73,199.94
20150508,100.11,4.31,6.13,2.59,3.55,170.88,5.76,8.36,2.91,5.45,172.75
20150509,100.1,2.88,5.99,1.45,4.55,139.62,3.86,8.16,1.31,6.85,140.25
20150510,100.12,3.45,5.92,1.49,4.43,176.19,4.45,7.92,1.97,5.95,178.44
20150511,100.28,3.89,6.31,2.25,4.06,168.06,5.13,7.61,3.48,4.12,169.94
20150512,100.27,2.54,6.42,0.52,5.91,198.81,3.52,8.65,0.91,7.73,202.12
20150513,100.24,4.34,7.76,2.71,5.05,188.06,5.73,9.98,2.87,7.12,190.88
20150514,100.29,3.28,5.72,0.46,5.26,195.19,4.53,7.9,0.37,7.53,200.94
20150515,100.33,4.06,5.66,1.84,3.82,197.38,5.38,7.8,1.88,5.92,199.94
20150516,100.26,2.66,4.78,0.34,4.44,202.12,3.93,7.08,0.29,6.79,204.75
20150517,100.14,3.76,5.95,2.18,3.76,192.62,5.41,8.59,2.45,6.13,194.44
20150518,100.06,4.34,6.1,2.69,3.41,177.12,5.8,8.53,3.79,4.73,178.31
20150519,99.97,2.79,5.04,0.88,4.16,171.5,4.04,7.29,0.94,6.35,173.25
20150520,99.88,1.9,3.67,0.43,3.25,194.56,2.88,6.11,0.45,5.66,207.81
20150521,99.79,2.96,6.98,0.59,6.39,205.06,4.3,9.32,0.64,8.69,208.12
20150522,99.67,3.1,5.34,1.04,4.3,210.75,4.55,7.82,1.58,6.25,211.81
20150523,99.58,3.84,6.93,1.91,5.02,196.75,5.33,9.23,2.09,7.16,199.88
20150524,99.66,5.11,7.52,2.97,4.55,177.75,6.56,9.16,4.42,4.75,179.62
20150525,99.7,4.8,6.06,3.64,2.42,167.38,6.12,7.37,4.97,2.4,168.88
20150526,99.95,4.42,5.79,3.23,2.56,150.62,5.77,6.95,5.13,1.81,151.56
20150527,99.99,4.16,6.96,1.78,5.18,172.31,5.43,8.99,3.44,5.55,174.38
20150528,99.85,5.93,8.62,4.1,4.52,185.25,7.55,10.8,5.23,5.58,187.5
20150529,99.98,5.7,8.36,4.15,4.21,181.62,7.12,10.3,4.38,5.92,183.5
20150530,100.12,5.73,7.12,3.82,3.3,176.38,7.18,8.59,5.71,2.88,177.94
20150531,100.05,5.97,7.38,4.71,2.67,188.62,7.74,9.18,5.8,3.38,189.62
20150601,99.96,5.35,6.37,4.57,1.8,193.5,7.02,8.36,5.97,2.38,194.94
20150602,100.09,5.07,7.7,3.83,3.87,189.81,6.38,9.76,4.24,5.52,191.69
20150603,100.19,4.84,5.67,4.02,1.66,179.81,6.05,7.62,4.48,3.15,180.75
20150604,100.25,4.05,5.62,2.26,3.36,179.44,5.26,7.34,3.77,3.56,180.56
20150605,100.19,3.94,4.96,2.97,2.0,188.69,5.31,7.05,4.45,2.61,189.62
20150606,99.97,4.05,6.12,2.58,3.55,190.94,5.39,8.18,3.95,4.23,192.62
20150607,99.96,5.4,6.66,3.71,2.96,182.25,6.84,8.47,5.68,2.79,183.44
20150608,99.88,5.78,8.25,3.99,4.26,182.56,7.26,10.55,5.76,4.79,184.06
20150609,99.73,6.98,9.09,5.42,3.66,180.88,8.62,11.33,7.23,4.09,182.88
20150610,99.68,6.65,7.48,4.94,2.55,175.44,8.31,9.31,6.74,2.56,177.12
20150611,99.86,5.9,7.73,4.45,3.28,170.75,7.45,9.36,6.26,3.1,171.88
20150612,99.94,4.72,6.27,2.73,3.54,202.06,6.71,7.63,5.48,2.16,203.19
20150613,99.92,4.33,5.61,2.45,3.16,186.0,5.88,7.02,4.77,2.26,187.0
20150614,99.83,3.53,5.22,2.3,2.92,191.56,5.04,7.8,2.67,5.13,193.44
20150615,99.79,3.74,4.86,2.93,1.93,178.69,5.31,6.88,3.27,3.6,179.44
20150616,99.83,3.48,4.86,1.96,2.9,181.81,5.02,6.2,4.02,2.19,182.38
20150617,99.76,3.55,5.24,1.9,3.34,151.0,5.09,6.48,3.83,2.66,150.94
20150618,99.7,3.41,5.38,1.62,3.76,131.5,4.71,7.23,3.16,4.06,131.25
20150619,99.64,4.8,7.43,2.47,4.96,101.62,6.64,9.36,4.34,5.02,101.94
20150620,99.57,5.88,8.59,3.13,5.46,104.25,7.89,10.68,5.59,5.08,104.75
20150621,99.5,6.32,9.59,3.46,6.12,138.69,8.54,11.64,5.8,5.84,139.62
20150622,99.25,8.04,10.95,4.42,6.53,169.19,10.63,13.28,6.45,6.83,170.25
20150623,99.07,8.26,10.77,4.27,6.5,228.69,10.95,14.12,7.34,6.77,229.88
20150624,99.39,5.05,7.55,2.47,5.09,260.38,7.3,9.46,5.09,4.37,260.94
20150625,99.43,5.1,6.75,3.44,3.31,253.0,7.16,8.23,5.84,2.41,253.75
20150626,99.21,4.34,6.39,1.83,4.56,243.56,6.12,8.23,3.74,4.49,244.56
20150627,99.39,4.96,6.51,1.16,5.35,233.81,6.75,8.75,1.69,7.06,234.94
20150628,99.98,5.24,6.54,3.41,3.13,179.5,7.23,8.09,6.03,2.05,180.38
20150629,100.24,3.91,5.3,2.15,3.16,178.62,5.48,7.8,3.95,3.86,179.38
20150630,100.14,4.51,6.19,2.77,3.42,181.88,6.09,7.58,4.66,2.91,182.56
20150701,100.0,3.0,3.75,1.84,1.91,242.12,4.54,6.51,3.08,3.43,243.62
20150702,99.94,2.88,3.87,1.66,2.2,241.12,4.59,6.96,1.94,5.02,242.44
20150703,99.84,3.23,3.98,2.54,1.44,232.5,4.99,6.33,2.84,3.49,233.75
20150704,99.69,3.05,3.95,1.59,2.36,231.25,4.57,6.72,1.78,4.93,232.88
20150705,99.59,2.28,3.43,1.67,1.76,181.94,3.54,5.5,1.88,3.63,182.69
20150706,99.5,1.9,2.93,0.38,2.55,146.44,2.84,4.21,0.58,3.63,145.75
20150707,99.52,1.68,2.33,0.34,1.98,181.56,2.7,4.59,0.46,4.13,181.0
20150708,99.57,3.73,6.05,1.8,4.24,193.94,5.44,7.57,2.98,4.59,194.69
20150709,99.43,4.8,6.52,2.78,3.73,183.12,6.59,9.1,4.24,4.85,184.0
20150710,99.45,7.41,10.27,4.59,5.69,158.44,9.96,13.14,7.22,5.92,159.62
20150711,99.79,4.76,6.38,3.59,2.79,150.69,6.68,7.91,5.64,2.28,151.25
20150712,99.9,2.68,3.38,1.95,1.43,191.12,4.18,6.26,2.1,4.16,191.94
20150713,99.75,2.2,2.71,1.55,1.16,242.06,3.52,5.07,2.25,2.82,243.0
20150714,99.55,1.7,2.47,0.45,2.02,239.38,3.02,5.09,0.52,4.57,240.31
20150715,99.41,2.48,3.29,1.11,2.19,207.62,4.12,6.12,1.87,4.25,208.12
20150716,99.4,2.66,3.48,2.02,1.46,159.5,4.22,5.83,2.51,3.32,159.5
20150717,99.41,2.01,3.34,0.46,2.89,184.88,3.2,4.73,1.02,3.7,214.62
20150718,99.55,3.34,4.29,2.05,2.24,200.0,4.96,6.87,3.16,3.71,201.0
20150719,99.5,4.76,6.52,3.61,2.91,195.62,6.67,8.23,5.14,3.09,196.62
20150720,99.55,3.8,4.8,2.27,2.53,161.0,5.55,7.19,4.77,2.42,161.44
20150721,99.75,3.58,5.45,1.67,3.78,151.06,5.23,6.79,3.32,3.47,151.25
20150722,99.93,4.34,6.35,2.72,3.63,157.94,6.26,7.69,5.14,2.55,158.44
20150723,100.05,4.69,6.33,2.23,4.09,163.25,6.73,7.96,4.87,3.09,163.94
20150724,100.09,4.18,5.29,3.38,1.91,192.31,6.14,7.23,4.99,2.23,193.19
20150725,99.88,3.15,5.36,1.86,3.5,253.06,5.0,6.85,3.15,3.7,253.38
20150726,99.62,4.39,7.78,0.9,6.88,266.31,6.5,10.29,1.82,8.47,236.75
20150727,99.69,3.96,6.81,2.16,4.66,314.62,6.18,8.66,4.55,4.1,315.25
20150728,99.75,4.45,5.7,2.83,2.88,302.19,6.68,7.46,5.55,1.91,302.62
20150729,99.57,5.61,7.57,4.38,3.2,300.25,8.14,9.66,5.55,4.12,300.81
20150730,99.46,5.93,7.97,4.69,3.28,288.06,8.62,10.43,7.71,2.72,289.12
20150731,99.53,5.61,8.02,4.9,3.12,293.38,8.16,11.19,6.56,4.62,294.69
20150801,99.43,9.73,11.06,6.64,4.42,299.25,12.88,14.77,9.2,5.58,301.12
20150802,99.74,5.41,6.55,4.42,2.12,189.19,7.27,9.08,5.16,3.92,190.44
20150803,99.93,5.47,7.12,3.9,3.23,157.38,7.67,8.74,6.66,2.09,158.31
20150804,99.93,4.19,5.19,3.25,1.95,170.0,6.2,7.19,5.35,1.84,170.69
20150805,99.83,2.71,3.55,2.0,1.55,226.0,4.42,6.39,2.44,3.95,226.56
20150806,99.77,2.23,3.56,1.36,2.2,212.06,3.7,6.27,1.48,4.78,212.81
20150807,99.83,1.92,2.6,0.88,1.73,200.38,3.35,5.5,0.95,4.55,200.94
20150808,99.9,2.2,2.75,1.52,1.23,164.56,3.5,5.02,1.72,3.3,164.19
20150809,99.74,2.12,3.04,0.33,2.71,159.25,3.26,6.29,0.44,5.85,159.06
20150810,99.81,2.76,4.43,1.53,2.9,151.38,4.27,5.45,2.24,3.21,151.44
20150811,100.05,2.53,3.84,1.02,2.83,89.62,4.01,4.74,1.69,3.05,89.81
20150812,100.01,3.57,4.82,2.03,2.8,105.38,5.54,6.11,4.28,1.83,105.94
20150813,99.99,3.4,4.84,2.14,2.7,136.81,5.4,6.52,4.3,2.23,137.19
20150814,100.0,4.02,5.57,2.54,3.02,169.94,6.07,7.01,4.73,2.28,170.38
20150815,100.12,4.07,5.11,2.88,2.23,183.69,6.09,7.16,5.12,2.05,184.25
20150816,100.17,4.95,6.19,3.73,2.46,185.94,6.95,7.95,5.41,2.54,186.69
20150817,100.1,5.98,8.08,3.78,4.3,182.88,8.29,10.05,6.54,3.52,183.81
20150818,100.21,4.84,6.0,3.15,2.86,205.19,6.95,7.73,5.87,1.87,206.12
20150819,100.16,4.56,5.88,3.59,2.29,226.56,6.66,7.5,6.2,1.3,227.56
20150820,100.13,3.74,4.59,2.96,1.63,237.56,5.89,7.2,4.7,2.5,238.62
20150821,100.02,2.52,3.77,1.02,2.75,273.38,3.94,6.19,1.62,4.57,273.88
20150822,99.84,1.95,2.68,0.67,2.01,297.31,3.01,4.84,0.98,3.85,297.38
20150823,99.8,1.95,2.96,0.96,2.0,211.19,3.27,5.98,1.08,4.9,211.56
20150824,99.84,2.27,3.3,1.25,2.05,285.25,3.71,4.91,2.33,2.57,285.5
20150825,99.82,2.35,3.77,1.12,2.64,313.88,3.61,5.57,1.71,3.86,314.12
20150826,99.82,2.14,3.15,1.37,1.78,170.5,3.48,6.11,2.35,3.76,170.56
20150827,99.87,3.51,5.31,1.84,3.47,103.62,5.49,6.57,4.11,2.46,103.75
20150828,99.86,2.12,4.21,0.34,3.87,128.94,3.67,7.27,0.38,6.89,130.25
20150829,99.85,3.55,4.66,2.2,2.45,167.38,5.59,6.66,3.91,2.75,167.88
20150830,99.92,3.96,5.42,3.0,2.41,186.62,6.02,7.01,4.39,2.62,187.44
20150831,99.96,2.69,4.3,1.52,2.78,226.94,4.45,6.22,2.53,3.69,227.44
20150901,99.93,2.57,3.52,1.84,1.68,243.0,4.3,5.3,3.53,1.77,243.5
20150902,99.97,2.45,3.4,1.02,2.38,262.44,4.09,6.49,1.35,5.15,263.19
20150903,100.27,2.25,3.52,0.88,2.63,245.88,3.52,6.49,1.14,5.35,247.44
20150904,100.5,1.81,2.77,1.05,1.72,235.44,3.03,5.46,1.33,4.13,236.69
20150905,100.48,1.69,2.8,1.16,1.65,231.31,2.97,6.02,1.38,4.65,232.69
20150906,100.38,2.06,2.95,1.13,1.81,266.38,3.49,5.96,1.49,4.47,267.0
20150907,100.3,1.88,2.65,0.48,2.16,289.0,3.02,5.76,0.67,5.09,289.25
20150908,100.24,2.48,3.61,1.66,1.95,296.5,3.88,5.44,2.83,2.61,297.0
20150909,100.22,2.24,3.51,0.98,2.53,286.12,3.53,5.76,1.52,4.25,286.5
20150910,100.3,1.5,2.36,0.06,2.29,189.69,2.84,5.32,0.09,5.23,189.5
20150911,100.34,2.11,3.25,1.17,2.08,138.38,3.44,4.45,2.04,2.41,138.5
20150912,100.39,2.55,3.55,1.76,1.79,126.75,4.19,5.33,3.73,1.59,126.69
20150913,100.35,1.64,2.31,0.31,2.0,124.19,2.62,5.07,0.46,4.6,124.81
20150914,100.16,2.52,4.52,0.85,3.66,137.19,3.94,5.68,1.67,4.01,137.31
20150915,99.98,4.04,5.9,2.3,3.59,85.62,6.36,7.56,4.95,2.61,86.31
20150916,99.92,3.73,5.21,2.53,2.68,112.81,5.98,6.72,5.33,1.39,113.31
20150917,100.07,2.91,4.18,1.99,2.18,136.75,4.91,5.48,4.3,1.18,136.94
20150918,100.19,1.58,2.27,0.91,1.36,193.44,2.69,4.98,1.04,3.94,192.88
20150919,100.08,2.2,2.91,1.2,1.71,173.0,3.84,5.58,1.34,4.23,173.31
20150920,99.83,4.14,6.02,1.63,4.38,76.81,6.05,8.6,2.36,6.24,77.5
20150921,100.0,3.52,4.73,2.5,2.23,194.56,5.66,7.03,3.48,3.55,195.38
20150922,100.11,3.85,5.61,2.34,3.27,222.12,6.12,7.08,5.15,1.94,223.0
20150923,100.23,3.23,4.67,1.87,2.8,260.44,5.16,5.89,3.54,2.35,260.81
20150924,100.14,2.8,4.04,1.84,2.19,266.38,4.57,6.27,3.05,3.22,267.0
20150925,100.18,2.66,4.09,1.6,2.49,287.94,4.08,5.09,2.52,2.56,288.06
20150926,100.29,1.47,2.62,0.29,2.34,220.0,2.43,4.6,0.34,4.27,219.56
20150927,100.39,1.22,1.67,0.37,1.3,152.69,1.74,2.75,0.32,2.44,138.44
20150928,100.47,0.99,2.21,0.2,2.0,207.88,1.42,2.99,0.27,2.73,206.81
20150929,100.56,1.42,2.94,0.19,2.75,190.56,2.09,4.26,0.23,4.02,190.56
20150930,100.71,1.5,2.7,0.17,2.52,152.56,2.07,3.93,0.23,3.7,152.88
20151001,100.79,1.14,2.05,0.3,1.76,247.12,1.78,4.41,0.37,4.05,245.69
20151002,100.69,2.11,2.73,1.74,0.99,240.31,3.77,5.63,2.12,3.52,240.38
20151003,100.53,1.84,2.77,0.62,2.15,228.12,2.98,5.02,0.86,4.16,227.81
20151004,100.6,1.65,2.25,0.7,1.55,123.88,2.61,3.95,0.84,3.12,123.69
20151005,100.57,1.62,2.49,0.59,1.91,151.19,2.34,3.46,0.85,2.61,136.75
20151006,100.46,1.75,2.83,0.95,1.87,174.75,2.71,4.09,1.52,2.58,174.75
20151007,100.45,1.74,2.77,1.09,1.68,115.62,2.66,3.45,1.82,1.63,115.88
20151008,100.29,2.79,4.14,1.49,2.65,285.69,4.45,5.35,2.97,2.38,285.75
20151009,100.18,2.34,2.84,1.77,1.08,276.75,3.91,5.67,2.16,3.52,277.06
20151010,100.33,2.03,3.62,0.48,3.12,250.81,3.22,6.05,0.67,5.38,251.25
20151011,100.61,1.56,2.03,0.34,1.7,163.0,2.23,3.42,0.32,3.1,149.0
20151012,100.76,1.5,2.2,0.98,1.23,114.81,2.08,2.71,1.24,1.48,114.38
20151013,100.78,1.47,2.3,0.49,1.81,304.88,2.15,3.34,0.77,2.57,304.94
20151014,100.9,2.63,4.45,1.11,3.34,216.75,4.15,5.34,1.91,3.42,217.12
20151015,100.96,1.6,2.63,0.85,1.78,345.38,2.51,4.47,1.28,3.19,345.88
20151016,100.98,1.21,1.95,0.16,1.78,305.25,1.68,2.66,0.21,2.45,290.62
20151017,100.95,1.73,2.84,0.34,2.51,257.94,2.49,4.12,0.48,3.64,257.56
20151018,101.03,1.15,1.96,0.26,1.7,248.38,1.5,2.41,0.36,2.05,248.31
20151019,100.92,1.37,2.23,0.16,2.07,257.81,1.91,3.51,0.23,3.28,257.62
20151020,100.72,1.2,1.74,0.2,1.53,190.06,1.8,2.93,0.26,2.67,189.12
20151021,100.7,1.09,1.62,0.49,1.13,198.56,1.55,2.52,0.63,1.89,198.0
20151022,100.78,1.45,2.34,0.73,1.61,230.12,1.99,3.44,1.04,2.41,229.94
20151023,100.78,1.79,2.85,1.18,1.67,228.5,2.63,4.55,1.73,2.82,228.0
20151024,100.87,1.88,2.37,1.04,1.33,241.88,2.77,3.95,1.2,2.74,241.81
20151025,101.06,1.53,2.45,0.8,1.65,249.06,2.12,3.79,1.11,2.68,248.69
20151026,101.09,1.63,2.7,0.46,2.23,232.12,2.28,4.02,0.62,3.41,231.88
20151027,101.04,1.73,2.38,0.24,2.13,237.06,2.52,4.21,0.32,3.89,236.5
20151028,101.06,1.17,2.48,0.13,2.35,241.19,1.58,3.55,0.2,3.35,240.62
20151029,101.1,1.48,2.98,0.81,2.17,214.75,2.15,4.6,1.06,3.54,214.56
20151030,101.15,2.24,3.65,0.65,3.01,127.0,3.34,5.43,0.9,4.53,112.69
20151031,101.13,2.59,3.59,1.94,1.66,65.62,4.27,5.16,3.45,1.71,66.0
20151101,101.1,3.15,5.71,0.8,4.91,87.88,4.78,7.01,1.27,5.73,88.0
20151102,101.12,1.65,2.58,0.44,2.14,40.44,2.2,2.92,0.68,2.23,40.62
20151103,101.06,1.53,2.83,0.25,2.58,161.06,2.16,4.23,0.38,3.86,161.38
20151104,100.97,1.37,2.25,0.28,1.97,236.75,1.85,3.46,0.41,3.05,236.38
20151105,100.94,1.42,2.35,0.78,1.57,232.19,1.89,2.81,1.09,1.72,231.75
20151106,100.89,1.45,1.9,1.06,0.84,221.69,1.99,2.93,1.38,1.54,221.19
20151107,101.05,1.59,2.77,0.6,2.17,173.25,2.38,4.66,0.76,3.91,172.56
20151108,101.2,1.64,2.62,0.34,2.28,311.0,2.25,3.45,0.48,2.96,311.19
20151109,101.1,2.22,3.36,0.71,2.65,307.44,3.45,5.57,0.96,4.61,307.81
20151110,100.94,1.82,2.52,0.71,1.8,330.5,2.72,4.51,0.95,3.55,330.88
20151111,100.93,2.28,3.66,0.2,3.47,225.5,3.62,7.08,0.25,6.82,225.25
20151112,101.13,1.86,3.57,0.37,3.2,213.81,2.82,5.93,0.5,5.42,213.56
20151113,101.08,1.85,2.98,0.52,2.46,229.44,2.74,4.93,0.7,4.23,228.69
20151114,100.87,1.64,2.41,0.4,2.02,237.62,2.36,4.17,0.56,3.62,236.81
20151115,100.84,1.58,2.8,0.9,1.91,234.06,2.21,3.85,1.15,2.71,233.5
20151116,100.9,1.55,2.3,0.38,1.92,263.69,2.21,3.42,0.56,2.85,264.06
20151117,100.89,1.8,3.55,0.33,3.22,241.75,3.1,7.3,0.46,6.84,242.94
20151118,101.14,1.56,3.21,0.16,3.05,229.75,2.71,6.7,0.26,6.44,232.62
20151119,101.27,1.67,2.8,0.16,2.64,201.56,2.38,3.88,0.22,3.66,201.94
20151120,101.14,2.41,3.89,1.2,2.7,240.75,3.68,5.99,1.71,4.29,241.06
20151121,101.08,2.24,3.52,0.82,2.7,237.56,3.41,5.67,1.14,4.53,237.88
20151122,101.09,1.91,3.22,0.84,2.38,237.44,2.95,5.7,1.21,4.49,237.88
20151123,101.14,1.41,2.49,0.52,1.98,255.69,2.03,4.22,0.54,3.68,241.31
20151124,101.09,1.55,2.66,0.44,2.22,230.62,2.3,4.27,0.58,3.7,229.5
20151125,101.05,1.48,2.95,0.64,2.31,318.38,2.26,4.86,0.93,3.94,318.19
20151126,101.01,1.76,2.96,0.45,2.51,279.56,2.73,5.56,0.68,4.88,279.56
20151127,100.88,1.93,2.64,0.57,2.07,217.31,3.03,5.1,0.77,4.33,217.31
20151128,101.21,1.36,2.51,0.3,2.2,148.88,1.97,4.36,0.39,3.97,149.12
20151129,101.39,1.26,2.17,0.25,1.92,184.69,1.73,2.95,0.38,2.57,184.5
20151130,101.29,1.72,2.6,0.6,1.99,267.44,2.42,3.37,0.89,2.48,267.25
20151201,101.08,1.85,2.7,0.42,2.27,235.12,2.87,4.64,0.57,4.07,235.12
20151202,101.1,1.5,2.41,0.48,1.94,262.06,2.11,3.12,0.68,2.43,261.94
20151203,101.1,1.81,2.95,0.84,2.12,254.94,2.86,4.66,1.0,3.66,255.0
20151204,101.12,1.38,2.37,0.25,2.12,176.12,1.99,4.31,0.24,4.07,161.69
