,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
20180315,219.38,227.87,0.55,406.48,94.99,98.23,11.3,0.27,1.41
20180316,87.07,193.12,0.22,434.11,41.94,82.05,5.05,0.13,0.66
20180317,236.91,239.03,0.59,404.01,103.78,104.95,12.59,0.31,1.62
20180318,247.62,248.28,0.62,391.66,109.32,109.91,13.41,0.34,1.79
20180319,255.11,256.46,0.63,370.48,110.38,111.16,13.56,0.35,-999.0
20180320,263.1,264.09,0.66,372.83,115.1,115.68,14.33,0.38,1.98
20180321,251.05,254.62,0.62,386.05,108.95,110.3,13.31,0.34,-999.0
20180322,217.82,225.21,0.54,409.32,94.38,97.24,10.78,0.27,1.39
20180323,196.21,202.51,0.48,419.86,83.03,85.1,9.21,0.22,1.12
20180324,195.15,216.2,0.48,421.22,85.02,92.81,9.65,0.24,1.24
20180325,200.62,211.65,0.49,423.16,86.43,90.27,9.79,0.25,1.29
20180326,209.15,214.48,0.51,416.17,89.58,91.76,9.88,0.25,1.28
20180327,239.73,242.6,0.58,393.18,101.87,103.0,11.81,0.29,1.48
20180328,243.86,249.74,0.59,408.02,105.88,108.04,12.6,0.32,1.67
20180329,232.38,238.59,0.55,413.38,100.7,103.04,11.69,0.3,1.55
20180330,219.3,227.23,0.52,415.43,94.32,97.27,10.53,0.27,1.37
20180331,161.47,207.35,0.38,415.61,69.35,86.91,7.38,0.19,0.98
20180401,180.53,250.1,0.43,417.85,83.87,110.47,10.6,0.27,1.38
20180402,175.08,224.32,0.41,404.12,78.28,96.39,9.02,0.22,1.1
20180403,254.34,256.21,0.6,393.98,113.0,113.68,13.71,0.34,1.74
20180404,257.52,267.28,0.61,397.52,116.58,120.24,14.61,0.39,2.04
20180405,258.23,262.96,0.61,403.91,115.88,117.52,14.33,0.38,2.0
20180406,238.26,246.76,0.55,411.64,106.72,109.73,12.98,0.34,1.74
20180407,164.94,235.59,0.38,419.79,76.98,104.9,9.32,0.26,1.31
20180408,244.53,254.38,0.57,405.69,110.25,113.73,13.43,0.35,1.8
20180409,212.63,264.9,0.49,418.48,99.49,120.91,12.74,0.34,1.75
20180410,230.66,249.85,0.53,417.43,104.55,111.94,12.63,0.32,1.65
20180411,254.95,259.14,0.59,419.0,115.58,116.91,14.25,0.37,1.88
20180412,208.91,261.52,0.48,421.6,97.41,118.66,12.34,0.34,1.73
20180413,255.76,262.67,0.59,406.0,115.22,117.63,14.13,0.37,1.9
20180414,250.83,273.55,0.58,423.59,113.73,122.16,14.19,0.38,1.94
20180415,278.33,281.4,0.64,406.2,124.58,125.3,15.59,0.4,2.05
20180416,281.91,285.59,0.64,416.79,128.02,128.96,16.25,0.44,2.28
20180417,269.91,277.1,0.62,434.48,123.51,125.77,15.56,0.41,2.14
20180418,255.73,275.26,0.58,428.23,118.61,125.86,14.95,0.4,2.05
20180419,283.41,290.41,0.64,422.64,130.2,132.46,16.65,0.44,2.25
20180420,282.24,290.43,0.64,424.06,129.03,131.58,16.47,0.45,2.3
20180421,258.72,266.95,0.59,437.24,118.73,121.4,14.59,0.39,2.02
20180422,209.58,257.21,0.48,441.8,98.22,117.48,12.15,0.34,1.73
20180423,246.45,261.35,0.55,427.38,111.91,116.81,13.59,0.36,1.9
20180424,270.55,279.07,0.61,416.75,121.59,124.35,15.03,0.39,2.02
20180425,279.76,283.62,0.62,415.89,126.17,126.84,15.73,0.41,2.11
20180426,257.67,276.05,0.58,421.1,117.85,124.02,14.5,0.38,1.95
20180427,276.86,279.96,0.62,410.27,125.84,126.21,15.66,0.41,2.09
20180428,238.4,266.54,0.53,418.5,110.42,120.16,13.65,0.36,1.88
20180429,267.89,276.07,0.59,420.53,124.55,126.85,15.62,0.41,2.13
20180430,204.32,262.53,0.45,426.32,97.19,120.07,12.08,0.33,1.71
20180501,248.22,264.3,0.55,413.3,114.27,119.68,14.13,0.38,1.97
20180502,264.18,280.28,0.59,409.45,122.45,127.77,15.62,0.42,2.17
20180503,244.99,281.94,0.55,413.83,114.48,128.98,14.55,0.39,2.01
20180504,260.27,274.35,0.58,420.66,119.59,124.23,14.96,0.39,2.02
20180505,275.94,283.23,0.61,429.73,128.55,130.45,16.33,0.44,2.29
20180506,264.0,277.45,0.59,435.55,123.21,127.67,15.45,0.42,2.2
20180507,215.48,261.2,0.48,434.96,101.59,119.35,12.41,0.34,1.79
20180508,266.62,273.02,0.59,431.2,123.05,124.87,15.19,0.41,2.1
20180509,245.53,261.16,0.54,434.06,112.34,117.66,13.69,0.35,1.82
20180510,182.12,261.76,0.4,438.05,86.45,118.78,10.66,0.3,1.56
20180511,240.23,276.07,0.53,428.29,111.64,125.82,13.97,0.38,1.98
20180512,265.52,275.02,0.59,417.85,121.48,124.29,14.95,0.38,1.94
20180513,228.86,266.82,0.5,427.73,106.9,121.34,13.27,0.35,1.82
20180514,224.09,264.56,0.49,417.33,103.83,119.3,12.88,0.34,1.77
20180515,268.2,277.67,0.59,419.06,122.93,125.73,15.26,0.39,2.0
20180516,193.95,259.71,0.42,430.64,91.89,118.74,11.1,0.27,1.41
20180517,263.18,268.6,0.58,424.28,121.67,122.99,14.89,0.37,1.9
20180518,245.83,263.21,0.54,437.74,114.13,120.01,13.73,0.34,1.76
20180519,280.45,284.11,0.61,433.38,130.5,131.07,16.34,0.41,2.13
20180520,194.16,261.25,0.42,450.77,91.9,119.47,11.19,0.28,1.42
20180521,264.07,277.63,0.58,434.95,123.89,128.66,15.46,0.39,1.98
20180522,220.05,256.79,0.48,441.45,103.82,118.05,12.56,0.33,1.66
20180523,203.74,279.73,0.45,434.81,99.12,131.35,12.74,0.34,1.75
20180524,231.96,254.45,0.51,432.2,107.97,116.17,12.8,0.32,1.65
20180525,216.13,266.52,0.47,436.1,101.94,122.44,12.55,0.32,1.64
20180526,247.73,272.93,0.54,433.72,116.13,125.48,14.42,0.38,1.96
20180527,286.22,295.94,0.62,428.04,133.67,136.34,17.09,0.45,2.36
20180528,244.5,286.66,0.53,432.31,116.84,133.6,15.09,0.41,2.1
20180529,229.02,278.4,0.5,432.91,109.59,128.52,13.82,0.38,1.92
20180530,220.4,262.0,0.48,440.07,103.14,118.67,12.3,0.33,1.7
20180531,192.76,265.57,0.42,437.19,91.38,121.3,11.3,0.31,1.61
20180601,168.38,266.72,0.37,440.41,82.51,123.35,10.37,0.3,1.52
20180602,209.23,257.3,0.45,437.91,98.6,116.84,12.05,0.32,1.66
20180603,238.6,251.44,0.52,431.77,109.63,113.76,13.08,0.34,1.78
20180604,205.82,255.24,0.45,439.7,97.13,116.33,11.95,0.33,1.71
20180605,202.29,284.54,0.44,436.69,98.93,133.24,13.12,0.38,1.93
20180606,250.06,306.48,0.54,439.59,122.94,145.68,16.69,0.48,2.48
20180607,290.38,309.02,0.63,437.55,140.74,147.47,18.91,0.52,2.73
20180608,241.74,301.25,0.52,443.23,118.59,143.08,16.12,0.46,2.38
20180609,134.2,281.21,0.29,445.79,68.6,131.5,9.52,0.27,1.41
20180610,211.24,257.5,0.46,444.52,100.02,118.42,12.26,0.34,1.79
20180611,181.16,249.32,0.39,451.0,87.13,115.06,10.42,0.29,1.48
20180612,171.26,245.78,0.37,448.94,81.81,113.12,9.84,0.27,1.42
20180613,216.95,256.95,0.47,445.61,103.8,120.34,12.64,0.34,1.78
20180614,229.2,249.37,0.5,448.65,108.49,115.77,12.67,0.34,1.73
20180615,272.74,280.36,0.59,449.6,128.21,130.41,16.03,0.42,2.2
20180616,219.24,259.16,0.48,455.29,104.12,119.67,12.6,0.34,1.77
20180617,211.19,258.96,0.46,460.7,100.92,120.05,12.12,0.32,1.64
20180618,266.38,275.25,0.58,452.3,124.68,127.55,15.47,0.41,2.12
20180619,258.08,276.51,0.56,454.86,122.53,129.3,15.4,0.42,2.22
20180620,167.64,262.48,0.36,455.36,81.55,122.16,10.2,0.28,1.46
20180621,102.27,249.58,0.22,450.23,52.27,116.31,6.52,0.17,0.88
20180622,251.59,275.81,0.55,441.84,119.8,129.04,15.43,0.42,2.22
20180623,172.84,286.22,0.38,447.27,87.7,135.32,12.14,0.32,1.64
20180624,66.59,219.28,0.14,451.02,33.78,98.93,3.94,0.09,0.47
20180625,29.83,207.77,0.06,449.41,15.73,92.29,1.78,0.04,0.18
20180626,80.96,236.91,0.17,452.94,42.25,107.7,5.3,0.14,0.73
20180627,145.96,268.62,0.32,442.52,74.21,125.45,10.12,0.28,1.45
20180628,200.38,295.85,0.44,435.97,99.84,140.1,13.86,0.38,1.97
20180629,242.04,298.8,0.52,437.27,118.27,141.4,16.02,0.45,2.34
20180630,242.12,288.88,0.52,440.66,117.44,136.41,15.55,0.44,2.27
20180701,206.79,269.26,0.45,446.79,100.73,126.05,12.88,0.37,1.91
20180702,204.66,267.31,0.45,446.12,99.91,125.49,12.65,0.35,1.8
20180703,124.45,264.2,0.27,443.29,63.8,122.5,8.57,0.23,1.21
20180704,142.3,268.56,0.31,442.34,72.19,125.45,9.7,0.28,1.45
20180705,85.22,235.05,0.19,444.67,44.16,106.44,5.63,0.15,0.75
20180706,207.33,261.25,0.45,449.08,99.62,120.46,12.66,0.35,1.8
20180707,234.12,290.89,0.51,444.57,114.74,137.36,15.36,0.45,2.28
20180708,203.71,298.59,0.45,445.33,102.02,141.85,14.0,0.4,2.06
20180709,185.67,301.65,0.41,445.53,94.63,144.42,13.34,0.38,1.97
20180710,164.37,301.62,0.36,444.66,85.46,144.41,12.3,0.36,1.84
20180711,215.19,296.63,0.47,445.66,106.8,140.96,14.7,0.44,2.27
20180712,196.18,303.18,0.43,446.49,99.9,144.68,14.17,0.42,2.16
20180713,172.16,301.25,0.38,442.84,87.65,143.62,12.45,0.38,1.93
20180714,196.77,304.89,0.43,443.18,99.73,145.68,14.18,0.41,2.1
20180715,189.62,311.41,0.41,445.62,97.17,149.6,14.35,0.43,2.2
20180716,192.55,304.99,0.42,447.03,98.11,146.47,14.27,0.42,2.19
20180717,212.41,299.55,0.46,442.36,106.61,143.4,15.02,0.45,2.27
20180718,179.88,291.67,0.39,450.64,91.49,138.92,13.05,0.38,1.97
20180719,257.5,299.75,0.56,447.84,125.62,142.53,17.05,0.5,2.61
20180720,142.68,297.66,0.31,449.01,72.96,141.82,10.53,0.3,1.54
20180721,129.09,301.25,0.28,450.18,68.65,144.23,10.51,0.31,1.61
20180722,93.95,295.02,0.2,449.95,51.52,141.48,8.06,0.23,1.21
20180723,148.05,288.88,0.33,445.88,76.98,137.48,11.21,0.33,1.66
20180724,169.21,283.48,0.38,443.91,85.95,134.22,12.21,0.37,1.89
20180725,112.39,266.47,0.25,443.57,59.07,125.21,8.3,0.24,1.24
20180726,64.68,287.43,0.14,442.85,35.85,137.31,5.57,0.16,0.8
20180727,149.95,273.04,0.33,442.05,76.91,128.67,10.8,0.31,1.58
20180728,147.61,273.55,0.33,441.53,76.18,129.95,10.59,0.3,1.57
20180729,164.05,243.02,0.36,445.48,80.74,113.05,9.91,0.27,1.38
20180730,164.77,260.56,0.37,443.16,82.35,122.59,10.69,0.3,1.53
20180731,124.37,260.75,0.27,444.39,64.41,123.6,8.54,0.24,1.22
20180801,112.55,259.99,0.25,439.41,58.17,121.94,7.85,0.23,1.16
20180802,104.33,269.79,0.23,445.16,54.8,127.16,7.77,0.23,1.15
20180803,133.22,258.34,0.3,449.51,67.86,120.6,8.99,0.27,1.35
20180804,192.54,260.14,0.43,447.16,94.42,121.93,12.2,0.35,1.82
20180805,137.35,261.98,0.3,448.06,68.61,123.03,9.02,0.26,1.3
20180806,149.08,259.48,0.34,446.84,75.88,122.38,10.11,0.29,1.49
20180807,145.74,279.52,0.33,438.12,74.55,132.6,10.38,0.3,1.53
20180808,198.12,278.12,0.45,438.61,97.76,131.02,13.1,0.38,1.92
20180809,198.67,283.7,0.45,439.74,97.69,133.86,13.31,0.39,2.04
20180810,216.09,278.73,0.48,442.23,105.23,131.13,13.97,0.4,2.06
20180811,236.95,288.48,0.53,440.34,115.97,137.11,15.65,0.46,2.38
20180812,181.81,286.05,0.41,439.12,90.81,135.61,12.61,0.37,1.89
20180813,207.34,289.85,0.47,441.09,102.93,138.3,14.17,0.41,2.12
20180814,184.3,278.75,0.41,445.64,91.19,131.95,12.62,0.37,1.89
20180815,159.66,298.2,0.36,439.59,81.84,143.17,11.98,0.36,1.85
20180816,169.91,290.64,0.38,439.64,86.05,138.87,12.32,0.36,1.85
20180817,187.69,274.34,0.43,441.5,91.81,128.84,12.35,0.35,1.81
20180818,228.21,273.32,0.52,437.44,109.6,128.08,14.41,0.41,2.1
20180819,117.35,282.93,0.27,441.62,60.74,134.54,8.78,0.25,1.27
20180820,157.68,289.73,0.36,437.94,80.78,138.67,11.7,0.34,1.75
20180821,159.07,283.61,0.37,437.92,80.8,134.68,11.57,0.34,1.74
20180822,183.21,274.78,0.42,444.66,91.55,130.41,12.79,0.37,1.89
20180823,230.24,272.09,0.53,438.92,110.95,127.88,14.73,0.42,2.14
20180824,161.21,262.94,0.38,443.78,80.96,123.58,11.12,0.32,1.64
20180825,151.59,274.34,0.35,447.02,77.16,130.29,10.98,0.31,1.61
20180826,200.05,275.7,0.46,441.65,97.89,130.3,13.49,0.4,2.05
20180827,150.28,283.03,0.35,440.49,77.12,134.87,11.26,0.33,1.69
20180828,179.03,271.92,0.41,439.18,88.65,128.41,12.16,0.35,1.79
20180829,200.11,274.09,0.47,439.67,98.13,129.79,13.36,0.38,1.94
20180830,213.2,255.48,0.5,441.61,102.17,119.65,13.27,0.38,1.91
20180831,128.98,268.85,0.3,442.77,66.23,127.59,9.48,0.24,1.23
20180901,190.16,272.23,0.45,441.05,93.81,128.87,12.98,0.38,1.92
20180902,115.34,269.74,0.27,441.59,60.18,127.8,8.86,0.26,1.3
20180903,194.6,258.41,0.46,440.12,94.88,121.77,12.72,0.36,1.83
20180904,145.04,237.76,0.34,441.96,71.16,110.01,9.38,0.27,1.38
20180905,99.41,272.78,0.23,442.46,52.25,129.84,7.85,0.23,1.18
20180906,112.62,266.1,0.27,439.88,58.45,125.89,8.59,0.26,1.29
20180907,173.46,266.09,0.41,436.84,86.09,126.34,11.96,0.34,1.76
20180908,194.85,251.49,0.47,435.27,93.61,116.64,12.17,0.34,1.74
20180909,213.93,264.29,0.52,431.05,102.99,124.27,13.73,0.38,1.94
20180910,197.59,255.45,0.48,435.29,95.8,119.95,12.78,0.35,1.8
20180911,151.02,246.52,0.37,437.08,74.48,115.4,10.1,0.29,1.45
20180912,208.31,232.12,0.51,434.66,97.52,106.96,12.12,0.32,1.64
20180913,213.16,245.34,0.52,431.53,101.72,114.99,13.22,0.36,1.84
20180914,180.31,227.81,0.44,437.74,85.33,104.21,10.84,0.3,1.52
20180915,182.19,238.54,0.45,435.06,87.77,110.99,11.47,0.32,1.61
20180916,206.66,237.27,0.51,432.05,97.37,109.79,12.36,0.34,1.73
20180917,235.3,251.1,0.58,430.59,111.28,117.48,14.42,0.4,2.06
20180918,238.36,252.58,0.59,428.92,112.12,117.8,14.45,0.41,2.07
20180919,211.36,237.8,0.52,428.6,98.77,109.45,12.52,0.34,1.73
20180920,98.48,270.16,0.24,432.63,51.8,129.57,8.0,0.24,1.23
20180921,90.91,247.8,0.23,433.48,47.62,116.43,7.09,0.19,0.93
20180922,135.66,259.57,0.34,429.77,68.54,122.31,9.97,0.28,1.42
20180923,251.91,260.8,0.63,420.63,118.82,122.66,15.74,0.43,2.2
20180924,238.29,256.26,0.6,431.89,113.79,121.27,15.09,0.43,2.2
20180925,201.3,224.02,0.51,434.34,94.12,103.4,11.94,0.33,1.69
20180926,175.79,213.83,0.45,435.54,82.96,97.98,10.34,0.28,1.45
20180927,209.64,225.56,0.54,428.48,97.38,103.87,12.36,0.34,1.75
20180928,226.63,233.2,0.59,424.77,104.98,107.95,13.41,0.35,1.81
20180929,212.99,219.73,0.55,423.35,97.09,100.07,12.02,0.31,1.62
20180930,227.73,229.77,0.59,413.4,102.65,103.85,12.76,0.33,1.7
20181001,240.35,244.44,0.62,397.77,108.18,110.49,14.09,0.37,-999.0
20181002,238.91,239.21,0.62,406.07,108.3,108.94,13.98,0.37,1.92
20181003,234.16,237.02,0.62,412.15,106.77,108.35,14.13,0.38,1.92
20181004,232.62,236.2,0.62,409.73,105.59,107.46,13.83,0.37,1.91
20181005,224.34,225.03,0.59,401.08,100.04,100.8,12.78,0.34,1.72
20181006,222.4,222.02,0.59,397.51,98.77,99.12,12.48,0.32,1.63
20181007,226.11,225.53,0.6,398.36,100.47,100.71,12.78,0.33,1.69
20181008,224.94,227.25,0.6,401.92,100.56,101.87,12.92,0.34,1.73
20181009,214.71,222.85,0.58,402.05,95.99,99.45,12.23,0.31,1.62
20181010,111.04,238.86,0.3,417.26,57.08,112.06,8.94,0.24,1.23
20181011,86.0,240.64,0.23,419.78,46.09,114.48,7.84,0.22,1.14
20181012,33.74,221.77,0.09,423.57,18.88,104.55,3.38,0.09,0.45
20181013,59.49,224.13,0.16,438.08,31.81,105.52,5.4,0.15,0.78
20181014,209.04,227.02,0.58,409.36,97.32,104.43,13.23,0.35,1.82
20181015,219.25,222.49,0.61,395.7,99.12,100.84,13.05,0.34,1.72
20181016,217.75,219.63,0.61,383.8,97.02,98.27,12.57,0.32,1.66
20181017,207.62,213.59,0.59,385.59,92.03,94.84,11.58,0.3,1.54
20181018,204.96,203.64,0.58,396.41,90.97,91.03,11.45,0.28,1.44
20181019,204.29,203.44,0.58,396.39,91.03,91.27,11.66,0.28,1.44
20181020,202.18,201.36,0.58,399.11,90.26,90.69,11.41,0.27,1.4
20181021,206.09,205.42,0.59,387.01,91.56,91.93,11.68,0.29,1.46
20181022,197.99,200.45,0.57,395.84,88.38,90.16,11.14,0.27,1.41
20181023,197.38,195.88,0.57,392.52,86.83,86.97,10.73,0.26,1.31
20181024,173.38,178.32,0.51,399.26,76.17,78.48,9.45,0.23,1.18
20181025,214.49,216.56,0.62,360.88,94.08,95.76,12.23,0.3,-999.0
20181026,213.07,216.15,0.62,365.91,94.64,96.53,12.15,0.3,-999.0
20181027,210.06,212.62,0.62,366.95,93.05,94.73,11.84,0.3,1.55
20181028,144.43,205.0,0.43,393.73,67.89,93.23,9.19,0.24,1.31
20181029,117.57,205.05,0.35,405.74,57.69,94.54,8.45,0.23,1.21
20181030,118.6,212.13,0.36,414.99,58.48,98.44,8.66,0.23,1.19
20181031,166.52,222.43,0.5,413.33,80.62,104.72,11.7,0.31,1.63
20181101,199.58,213.79,0.6,397.95,92.82,98.87,12.56,0.33,1.7
20181102,192.7,208.43,0.59,403.62,89.28,95.98,11.92,0.3,1.6
20181103,204.09,208.39,0.62,402.69,93.5,95.87,12.41,0.32,1.64
20181104,201.92,202.52,0.62,395.3,91.5,92.35,11.84,0.3,1.51
20181105,180.79,183.12,0.56,409.96,81.1,82.55,10.08,0.24,1.25
20181106,164.66,166.73,0.52,408.08,71.62,72.97,8.59,0.2,1.03
20181107,122.61,159.72,0.38,410.51,55.19,69.77,6.88,0.16,0.87
20181108,158.82,158.64,0.5,379.44,66.52,67.13,7.77,0.17,0.88
20181109,162.05,161.61,0.52,373.63,68.72,69.23,8.17,0.19,0.94
20181110,171.88,172.98,0.55,364.99,73.64,74.82,8.79,0.2,1.03
20181111,194.75,193.41,0.62,354.37,85.19,85.46,10.71,0.26,1.3
20181112,195.34,202.63,0.62,361.49,87.54,91.09,11.71,0.3,1.55
20181113,192.73,192.09,0.62,365.25,85.77,86.31,11.26,0.28,1.47
20181114,162.05,163.56,0.52,369.69,69.48,70.73,8.11,0.2,1.0
20181115,163.82,167.93,0.53,375.19,70.84,73.1,8.39,0.2,1.05
20181116,175.63,173.84,0.57,372.09,76.35,76.45,9.31,0.23,1.16
20181117,164.8,163.52,0.54,378.71,71.7,72.02,8.6,0.21,-999.0
20181118,162.41,161.81,0.54,374.8,70.7,71.15,8.52,0.2,1.05
20181119,157.69,156.01,0.52,370.76,67.4,67.59,7.84,0.19,0.98
20181120,152.67,163.2,0.51,375.07,67.12,71.7,8.11,0.2,1.08
20181121,164.53,166.93,0.55,357.79,71.07,72.67,8.63,0.21,1.07
20181122,160.12,158.86,0.54,349.08,66.98,67.3,7.8,0.18,-999.0
20181123,161.1,163.08,0.55,344.82,68.0,69.33,8.0,0.19,0.95
20181124,157.85,155.64,0.53,348.22,66.4,66.45,7.69,0.18,0.93
20181125,159.31,157.77,0.54,349.46,67.24,67.5,7.82,0.18,0.91
20181126,162.64,165.79,0.55,354.86,70.26,72.2,8.52,0.2,1.01
20181127,155.12,176.7,0.53,362.61,68.74,77.91,8.81,0.21,1.09
20181128,180.2,193.48,0.62,362.73,81.7,87.53,10.98,0.27,1.43
20181129,188.16,191.98,0.65,359.67,84.44,86.6,11.1,0.27,1.37
20181130,152.28,172.52,0.52,375.11,68.15,76.31,8.78,0.21,1.09
20181201,148.73,155.91,0.52,366.38,63.48,66.72,7.58,0.17,0.88
20181202,138.56,146.62,0.48,350.83,57.68,61.29,6.66,0.15,0.77
20181203,124.84,128.66,0.44,347.36,49.73,51.74,5.19,0.12,0.59
20181204,136.41,135.72,0.48,342.01,55.16,55.7,6.02,0.13,0.66
20181205,150.02,149.52,0.52,341.15,62.72,63.2,7.17,0.16,0.81
20181206,138.08,141.06,0.48,347.7,57.41,59.04,6.39,0.13,0.66
20181207,139.17,136.95,0.49,341.71,57.12,57.14,6.24,0.12,0.61
20181208,148.22,148.19,0.52,332.84,61.71,62.42,7.03,0.14,0.7
20181209,157.38,157.58,0.55,318.92,65.38,66.34,7.63,0.16,-999.0
20181210,172.22,170.22,0.61,323.24,73.34,73.41,9.02,0.19,0.96
20181211,125.23,165.48,0.45,356.0,56.31,73.38,7.3,0.16,0.84
20181212,155.09,154.77,0.55,356.4,66.64,67.41,8.0,0.19,-999.0
20181213,162.02,163.02,0.58,361.55,71.61,72.7,9.1,0.21,1.09
20181214,158.35,166.8,0.56,356.8,70.37,74.14,8.86,0.2,1.05
20181215,152.46,170.2,0.55,345.83,66.88,74.16,8.44,0.2,1.04
20181216,91.81,171.65,0.33,380.85,45.99,78.74,6.98,0.18,0.95
20181217,42.23,176.78,0.15,392.67,22.79,83.17,3.99,0.11,0.57
20181218,29.18,163.84,0.1,389.22,16.06,75.58,2.85,0.07,0.38
20181219,187.0,185.28,0.67,335.29,83.04,83.2,10.71,0.27,1.38
20181220,163.95,163.6,0.59,325.96,69.09,69.73,8.34,0.19,0.98
20181221,150.37,148.71,0.54,319.31,61.41,61.55,6.92,0.16,0.77
20181222,147.73,147.27,0.53,318.81,60.6,61.16,6.85,0.15,0.77
20181223,153.14,151.05,0.55,311.07,61.86,61.91,6.94,0.16,0.8
20181224,160.27,158.54,0.58,311.2,65.88,66.05,7.65,0.18,0.94
20181225,158.05,161.99,0.57,318.58,66.74,69.28,7.99,0.2,-999.0
20181226,157.16,158.41,0.56,314.29,65.23,66.48,7.63,0.17,-999.0
20181227,150.59,150.27,0.54,319.13,63.28,63.88,7.34,0.17,0.88
20181228,147.05,144.99,0.52,306.41,58.88,58.87,6.52,0.15,0.75
20181229,164.65,164.19,0.59,295.45,67.7,68.23,7.98,0.19,0.96
20181230,168.52,166.42,0.6,300.33,70.31,70.34,8.44,0.2,0.98
20181231,174.23,173.4,0.62,304.73,73.61,74.06,9.09,0.2,1.05
20190101,183.2,181.62,0.65,306.51,78.81,79.0,10.07,0.23,1.18
20190102,178.9,176.95,0.63,310.19,77.0,77.06,9.74,0.22,1.13
20190103,162.48,162.15,0.58,316.2,67.69,68.2,8.02,0.19,0.94
20190104,144.83,143.05,0.51,314.04,57.98,58.07,6.36,0.14,0.72
20190105,153.24,152.75,0.54,316.35,63.95,64.45,7.42,0.17,0.89
20190106,187.56,185.59,0.66,313.36,81.59,81.66,10.39,0.26,1.3
20190107,194.98,192.8,0.68,316.67,85.56,85.57,11.09,0.28,1.44
20190108,162.28,163.59,0.56,334.97,69.95,71.21,8.45,0.2,0.98
20190109,148.05,152.88,0.52,336.26,63.06,65.2,7.49,0.17,0.88
20190110,148.73,146.94,0.52,330.95,61.68,61.8,6.94,0.16,0.82
20190111,158.05,156.91,0.55,321.3,66.05,66.31,7.7,0.18,0.9
20190112,154.2,152.16,0.53,323.71,64.47,64.54,7.36,0.17,0.87
20190113,164.13,162.66,0.56,327.09,69.73,70.02,8.26,0.2,0.99
20190114,117.79,136.91,0.41,361.85,50.89,58.23,5.67,0.13,0.69
20190115,143.21,141.52,0.48,331.81,57.53,57.62,6.21,0.12,0.64
20190116,184.67,183.94,0.62,309.4,79.2,79.62,9.94,0.23,1.18
20190117,177.46,177.57,0.6,313.18,75.68,76.44,9.26,0.23,-999.0
20190118,171.67,172.13,0.58,319.95,73.02,73.81,8.87,0.2,1.01
20190119,159.36,157.59,0.53,321.6,65.41,65.47,7.39,0.16,0.84
20190120,153.34,151.3,0.51,326.09,63.32,63.21,6.99,0.16,0.82
20190121,162.01,161.18,0.54,330.91,67.7,68.01,7.73,0.18,0.9
20190122,172.84,171.81,0.57,333.09,72.92,73.11,8.62,0.2,1.04
20190123,182.71,183.61,0.6,337.18,79.23,80.27,9.95,0.23,1.15
20190124,185.41,183.42,0.61,338.06,80.29,80.3,9.85,0.23,1.15
20190125,186.12,185.53,0.61,344.74,81.26,81.78,10.24,0.25,1.29
20190126,120.84,185.08,0.39,382.88,56.49,82.83,7.65,0.2,1.04
20190127,132.38,179.25,0.43,382.6,61.29,80.3,8.0,0.21,1.11
20190128,115.87,174.76,0.38,378.34,54.73,77.96,7.37,0.19,1.01
20190129,166.81,170.72,0.53,331.82,69.96,71.84,8.27,0.19,0.95
20190130,215.74,215.62,0.69,298.7,92.13,92.65,11.84,0.27,1.37
20190131,199.59,205.36,0.63,316.39,86.52,89.2,10.98,0.25,1.25
20190201,203.81,209.88,0.64,322.85,88.67,91.5,11.29,0.27,1.38
20190202,201.65,205.91,0.63,334.62,87.88,90.27,11.14,0.26,1.3
20190203,199.18,203.21,0.62,334.75,86.56,88.84,10.98,0.26,1.3
20190204,195.47,198.84,0.6,334.52,84.5,86.48,10.48,0.26,-999.0
20190205,196.15,199.94,0.6,335.23,84.65,86.58,10.32,0.25,1.29
20190206,190.47,189.61,0.59,346.45,82.44,82.73,9.95,0.24,1.23
20190207,179.48,183.02,0.55,361.49,77.01,78.82,9.09,0.21,-999.0
20190208,140.81,177.99,0.43,382.0,64.05,77.95,7.91,0.22,1.19
20190209,165.69,188.47,0.5,385.17,74.84,83.79,9.3,0.24,1.29
20190210,214.45,214.15,0.64,310.62,90.54,90.92,11.28,0.27,1.4
20190211,226.07,230.64,0.67,315.82,98.64,100.96,12.99,0.32,1.62
20190212,226.27,225.97,0.67,323.4,99.0,99.33,12.88,0.33,1.7
20190213,222.62,221.62,0.66,333.44,97.94,98.05,12.6,0.34,1.8
20190214,211.45,210.53,0.62,347.43,92.69,92.88,11.62,0.3,1.6
20190215,210.87,210.66,0.62,359.05,92.4,92.87,11.65,0.3,1.59
20190216,152.08,214.04,0.44,376.84,71.7,96.41,9.72,0.26,1.38
20190217,184.72,191.8,0.53,361.8,79.2,82.18,9.34,0.22,1.14
20190218,200.33,201.73,0.58,332.74,84.64,85.66,9.97,0.25,1.3
20190219,218.01,216.68,0.62,353.24,95.32,95.38,11.99,0.3,1.6
20190220,210.95,210.34,0.6,377.83,91.89,92.15,11.27,0.3,1.57
20190221,214.21,214.36,0.6,370.35,94.11,94.62,11.72,0.31,1.62
20190222,202.43,208.57,0.57,401.03,89.62,92.26,10.95,0.28,1.48
